Route_name,Source,Destination,No_of_Stops_between_Source_to_Dest_including_Src_and_Dest,Total_number_of_Bus_Stops,Percentage_of_Bus_Stops_in_between,Maximum_number_of_Tickets_Sold,Total_Tickets_Sold,Pecentage_of_Tickets_Sold
356-EWUP,SIA1 SI Apartment HSR Layout,ELCE Electronic City East Phase-II ,3,3,100.0,3,4,75.0
PTH-TDLUP,YST Yelahanka Satellite Town,ATL1 Atturu Layout,2,2,100.0,1,1,100.0
KHB-RTNPDN,MKC Mekhri Circle,RTNPS1 Police Station RT Nagara ,2,2,100.0,1,1,100.0
D31G-NGHNUP,SKK Sunkadakatte,MDWN1 Mahadeshwara Nagara,2,3,66.66667,20,23,86.95652
YHKOT-ACSHDN,MRTH Maruthi Nagara,NGW1 Nagavara,3,4,75.0,1,1,100.0
D35-MTKUP,D35G Depot-35 Gate,CNNHL Channenahalli (Towards Tavarakere),2,4,50.0,1,2,50.0
401-CUP,MRTALY Mallathahalli Cross,RRT RR Temple,2,3,66.66667,4,5,80.0
NRG-HLSDN,RSNDN Neelasandra Rose Garden,ASTWN Austin Town,2,3,66.66667,1,1,100.0
25-DUP,ASPLR Ashoka Pillar,JTTMC Jayanagara TTMC,2,2,100.0,22,22,100.0
HBL-RMG-SBSUP,HBL1 Hebbala (Towards RM Guttahalli),MKC1 Mekhri Circle,2,2,100.0,1,1,100.0
KBS-BWSRUP,VJCLG Vijaya College,BSK1 Banashankari Bus Station (Towards Konanakunte Cross),2,5,40.0,3,5,60.000004
346CJDN,JTTMC Jayanagara TTMC,KMT1 KR Market (Kalasipalya),4,5,80.0,18,29,62.068962
443-ADN,CMRJPT Chamarajapet (Towards Ganesh Bhavana),KRMARK KR Market,2,2,100.0,2,2,100.0
V-201RUP,BAGMTECH Bagmane Tech Park,CVRMG CV Raman Nagara (Towards Kaggadasapura),4,21,19.047619,2,2,100.0
237-JUP,VJNGRAA Vijayanagara,SNPLY Srinivasa Nagara PattegarPalya ,2,11,18.181818,41,75,54.666668
KGR-BHELLMTUP,KGR2 Kengeri TTMC,BGSHM BGS Health City Gate Abhiman Studio,2,2,100.0,12,12,100.0
BHCCL-BEML 5UP,BHELCL BHEL Concord Layout,BHELC BHEL Layout Cross,2,2,100.0,3,3,100.0
KIAS-10UP,SDHG1 Sadahalli Gate,KIAS Kempegowda International Airport,2,12,16.666668,3,3,100.0
258-ADN,MLM1 11th Cross Malleshwaram,arc1 Ananda Rao Circle,3,16,18.75,1,2,50.0
374-CUP,BLKLI Bilekahalli,BSKTTMC0 Banashankari TTMC,3,5,60.000004,4,6,66.66667
DBS-SJSHSUP,DOMLR Domlur (Towards Commando Hospital),MLRYAO Military Accounts Office,2,3,66.66667,2,4,50.0
228-KUP,BMNGC Byramangala Cross (Towards Bidadi),BDD Bidadi,2,22,9.090909,19,30,63.333332
SPN-KBS 350DDN,BMH4 Bommanahalli (Towards St Johns),KBS123 Kempegowda Bus Station,4,5,80.0,43,72,59.72222
KHBQ-MRNB 375UP,KGR2 Kengeri TTMC,CNSDR1 Channasandra (Towards BEML 5th Stage),3,3,100.0,2,4,50.0
ELCW-MRHBDN,ROPAG Rupena Agrahara,D-25 Depot-25 Gate (Towards Hebbala),2,3,66.66667,1,1,100.0
BMES-RKHNUP,HSRBND Hosuru Bande,KNRU1 Kannuru,2,3,66.66667,1,2,50.0
SGH-ILOUP,JBS4thB Jayanagara 4th Block,BSKTTMC1 Banashankari TTMC,2,3,66.66667,5,6,83.33333
HSK KEB-BKHUP,HSKEB Hoskote KEB Circle (Towards Nanda Shree),PNHC Pethanahalli Cross,2,4,50.0,4,8,50.0
STP-RTNDN,STP Sultanpalya,RTN12 Police Station RT Nagara ,2,2,100.0,7,7,100.0
CBL-PTHDN,KLMPRH Kempapura,MLRTYDRY Military Dairy Farm ,2,3,66.66667,1,2,50.0
KGR-UTH-BSK-KDGUP,PTAGC Pattandur Agrahara Gate,KDG0 Kadugodi Bus Station,3,25,12.0,2,2,100.0
YST-RMG-KHCDN,NES1 NES Office,MKC1 Mekhri Circle,3,4,75.0,1,1,100.0
PPLO-CSBSUP,UTRCL Uttarahalli Circle,CKBS Chikkallasandra,2,2,100.0,1,1,100.0
KRM TTMC-KBSUP,NJPCL Nanjappa Circle,KBS123 Kempegowda Bus Station,4,4,100.0,3,6,50.0
MBEP-KBSDN,HBLB Hebbala Bridge (Towards Bhadrappa Layout),KBS123 Kempegowda Bus Station,3,3,100.0,6,7,85.71429
GNK-D35DN,GNKL Ganakal (Towards Peddanapalya),D35G Depot-35 Gate,2,2,100.0,1,1,100.0
NLO-YHK 401UP,GVTSF Govt Soap Factory,YTTMC1 Yashawanthapura TTMC,2,3,66.66667,2,3,66.66667
BEL-HPNUP,YTG Yeshwanthpura TolGate,YTTMC Yashawanthapura TTMC,2,3,66.66667,6,7,85.71429
HKV-D40CDN,HKVC2 Huskur Cross,MTTHC1 Mattahalli Cross,2,3,66.66667,1,2,50.0
D31G-BSN3SUP,KHB1 KHB Colony,HVNRC Havanur Circle (Towards Rajajinagara),2,2,100.0,12,12,100.0
CND-KLNDN,HRMU Horamavu ,BPSPY Babusabpalya (Towards Hebbala),2,2,100.0,1,1,100.0
RTNP-KBSUP,RMGTH1 RM Guttahalli,SVNDS2 Shivananda Store,2,3,66.66667,1,2,50.0
126-ADN,COXTN Cox Town,SBS0 Shivajinagara Bus Station,3,3,100.0,8,8,100.0
OST-KLNDN,OSTVLO Om Shakthi Temple,BPSPY Babusabpalya (Towards Hebbala),2,2,100.0,5,5,100.0
PSS-TATUP,JLCR1 Jalahalli Cross,MF Marison Factory,2,2,100.0,1,1,100.0
ELC2S-KGRDN,PESC3 PES College,KGR2 Kengeri TTMC,5,5,100.0,1,1,100.0
D34 Gate-MSCUP,D34GT Depot-34 Gate,HMG Hulimavu Gate (Towards Jayadeva Hospital),2,4,50.0,2,4,50.0
GSP-KBSDN,BPN Bapujinagara,KBS123 Kempegowda Bus Station,3,5,60.000004,7,13,53.846157
VTTMC-BMT13DN,ATGPE Attiguppe (Towards Deepanjalinagara),KTGP Kathriguppe,3,4,75.0,2,3,66.66667
144BUP,ASTWN2 Austin Town Neelasandra,ANPY1 Anepalya,2,2,100.0,1,1,100.0
ASK-RVTUP,KNGHL Cross Kenganahalli,RVTH Ravuthanahalli,2,2,100.0,1,1,100.0
GJR-IMHUP,GNGR1 Gunjuru (Towards Varthuru Kodi),VRTBS Varthuru,2,5,40.0,5,10,50.0
ITPL-SBSDN,HLS Halasuru,SBS1 Shivajinagara Bus Station,2,4,50.0,4,6,66.66667
356-CW-FLYUP,SIA1 SI Apartment HSR Layout,ELCWG ELC Wipro Gate,6,7,85.71429,2083,2127,97.93136
V-500DEDN,ITPL ITPL,GRPIN Graphite India (Towards Kundalahalli Colony),2,7,28.57143,1,2,50.0
32UP,RMDC Richmond Circle,NRCN NR Colony,2,2,100.0,2,2,100.0
HRH-D38UP,HUSK Huskur (Towards Chikkanagamangala Gate),D38CHNH Depot-38 Gate,2,2,100.0,3,3,100.0
KRM-CLO-234EKUP,KBS1 Kempegowda Bus Station,CTNPTH Cottonpet Hospital Super Talkies,2,4,50.0,14,26,53.846157
D35-KVH 242TBUP,D35G Depot-35 Gate,KNVNHL2 Kanuvanahalli,2,2,100.0,1,1,100.0
2-MUP,KRMT1 KR Market,JBS4thB Jayanagara 4th Block,4,7,57.14286,192,358,53.631287
80BDN,GTMLO Ganesha Temple Mahalaskhmi Layout,JMN3 Jai Maruthi Nagara,3,6,50.0,2,3,66.66667
JGF-BSNDN,KGR1 Kengeri TTMC,NDH1 Nayandahalli,2,2,100.0,2,2,100.0
241-AUP,BTSL BTS Layout Basaveshwaranagara,HST Ullala Satelite Town,10,10,100.0,1,2,50.0
311UP,SBS0 Shivajinagara Bus Station,MC Manipal Centre MG Road,2,3,66.66667,1,2,50.0
V-340ADN,JFK John Fowler,KBS1 Kempegowda Bus Station,5,5,100.0,2,4,50.0
NICE-1AUP,BLKLLI Bilekahalli,INFLT1 Infosys Parking Lot,2,2,100.0,31,31,100.0
SBS-SMHSUP,COLPK Coles Park (Towards Doddy),KARCH1 Kacharakanahalli,3,5,60.000004,4,8,50.0
MLS-PSSDN,JHC4 Jalahalli Cross,NTFPYA NTTF Peenya,2,2,100.0,8,8,100.0
HNG-D35DN,CNDSP Channadasipalya,CNHL1 Channenahalli (Towards Gollarahatti),3,3,100.0,1,1,100.0
181UP,JBS4th Jayanagara 4th Block,JYNGR9B 9th Block Jayanagara (40th Cross),2,4,50.0,10,13,76.92308
ATB-HSSDN,CPR2 Chandapura (Towards Dommasandra),RAMSGR Ramasagara,2,2,100.0,1,1,100.0
KDG-HBL 500DBDN,ITPL ITPL,VNPY2 Veeranapalya,8,9,88.88889,3,5,60.000004
AHL-PTHDN,KGLV Kogilu,YHKSC Yelahanka Santhe Circle,2,2,100.0,1,1,100.0
GNE-BSKDN,KTGP Kathriguppe,INDNH Indira Nursing Home,2,3,66.66667,1,1,100.0
BHK-D38DN,BKHSH Bikkana Hosahalli,SOPG1 Sompura Gate,2,4,50.0,1,2,50.0
132UP,SBST Shivajinagara Bus station,HLS-1 Halasuru,2,2,100.0,4,4,100.0
ORRCA PTP-ATBUP,PTKP CS-Prestige Tech Park Kadabisanahalli,BLDR Bellanduru City Light Appartment ,3,12,25.0,78,120,65.0
242-LUP,CDP Channadasipalya,TVK1 Tavarekere,2,19,10.526316,5,6,83.33333
171-G ADGHP-KBSDN,WGPS Wilson Garden Police Station,KBS123 Kempegowda Bus Station,2,3,66.66667,4,8,50.0
DPJL-TYLUP,DPJN1 Deepanjalinagara,BPN Bapujinagara,2,2,100.0,1,1,100.0
JBS-HNR-KMTUP,BNKCLY Bank Colony,GNSBHV Ganesha Bhavan,2,2,100.0,1,1,100.0
StJH-KVSUP,KKMP Kalyana Mantapa Koramangala,KRMPPO1 Passport Office Koramangala ,2,3,66.66667,2,3,66.66667
D10-THSUP,JONGWR Jn of Nagavara,TLBSD Thanisandra,2,2,100.0,3,3,100.0
BSK-KML2SUP,BSKTTMC1 Banashankari TTMC,DYNDSC Dayananda Sagar College,2,3,66.66667,7,7,100.0
PSS-MKPLUP,JLCR1 Jalahalli Cross,MF Marison Factory,2,5,40.0,7,13,53.846157
YLG-NMGDN,YLCGC Yelachagere Cross,NMGA Nelamangala Bus Station,2,2,100.0,2,2,100.0
55-BDN,KMPAGARAR Kempapura Agarahara,KRMARK KR Market,3,3,100.0,1456,2837,51.321815
PTN-VRPUP,ATL1 Atturu Layout,VRP Vidyaranyapura Bus Station,3,3,100.0,2,3,66.66667
GTG-DBSUP,BLKLI Bilekahalli,GRPLY Gurappanapalya,2,2,100.0,2,2,100.0
YBS-DPNDN,CHWNG LB Samudaya Bhavana,NDRG Railway Gate Nayandahalli,4,5,80.0,2,4,50.0
291-EDN,KDGH23 Kadugondanahalli Police Station,KRM4 KR Market,4,8,50.0,109,215,50.697674
TPR-D12GUP,TGCKP Thagachaguppe,KBG2 Kumbalagodu,2,4,50.0,15,27,55.555557
356-CW-FLYDN,RPNAGR Rupena Agrahara,HSRA2 SI Apartment HSR Layout,2,5,40.0,1,1,100.0
D35-KTHUP,BYDHL Bayandahalli,KTH1 Kittanahalli,3,3,100.0,1,1,100.0
BSN-GPOUP,BSN0 Basaveshwaranagara New Bus Stand,GPOOFFICE GPO,5,5,100.0,13,26,50.0
80AUP,RAJ1B 1st Block Rajajinagara,NLO1 Nandini Layout Bus Stand,4,5,80.0,89,170,52.35294
KBS-MNKHUP,LKSP Lakshmipura,MDNH3 Madanayakanahalli,2,17,11.764706,23,35,65.71429
D17CLO-RMSUP,NDH Nayandahalli,KGR2 Kengeri TTMC,2,2,100.0,1,1,100.0
YPR-PPLODN,RLIPBG Reliance Petrol Bunk Goraguntepalya,RJKSD1 Rajkumar Punya Bhoomi,2,3,66.66667,1,1,100.0
KBS-CHSDUP,VYDHS White Field TTMC (Vydehi Hospital),HOF Hope Farm (Towards Chikka Thirupathi),4,14,28.57143,1,2,50.0
SRN-MSMBUP,SURNR Surya Nagara,CPR0 Chandapura (Towards Electronic City),2,3,66.66667,1,2,50.0
TVK-D35DN,TVK Tavarekere,CNHL1 Channenahalli (Towards Gollarahatti),2,2,100.0,1,1,100.0
BMT10-NBMSUP,BYPGT6 Bayyappanahalli Gate,SVMS1 Swamy Vivekananda Metro Station,2,2,100.0,7,7,100.0
342-QDN,LKS1 Lakkasandra,KMT1 KR Market (Kalasipalya),3,13,23.076923,47,84,55.95238
JBS-CKADN,JTTMC Jayanagara TTMC,BSK Banashankari Bus Station (Towards Kadirenahalli),2,3,66.66667,9,13,69.230774
AGP-D10DN,BRT Byrathi,HNRD-10 Depot-10 Hennuru Gate,2,2,100.0,1,1,100.0
CSB-JHVUP,KDBH1 Kadabisanahalli,DND12 Dodda Nekkundi (Towards Hebbala),3,10,30.000002,1,2,50.0
D38-KRNUP,D38CKHN Depot-38 Gate,HSKU Huskur (Towards Gattahalli),2,2,100.0,1,1,100.0
KMGT-D12GDN,KMGT1 Kommaghatta,JOKTA Jn of Kommaghatta,2,2,100.0,1,1,100.0
KRMT-JBSDN,CMLJ Carmel Convent Jayanagara,JTTMC Jayanagara TTMC,2,3,66.66667,3,5,60.000004
59UP,BPN Bapujinagara,KRM4 KR Market,3,4,75.0,19,31,61.290325
KMT-SNBS 360KUP,LGHM Lalbagh Main Gate,SNTTMC3 Shanthinagara TTMC,2,2,100.0,1,1,100.0
D31G-MGHUP,MRTALY Mallathahalli Cross,MNGH1 Manganahalli,2,2,100.0,3,3,100.0
PSS-RPS-SMHUP,PSS Peenya 2nd Stage,KTSSL Kanteerava Studio,4,5,80.0,10,19,52.63158
PPLO-KMT-KBSUP,CRPN Corporation (Towards Cauvery Bhavan),KBS123 Kempegowda Bus Station,2,8,25.0,7,7,100.0
D24-TNFYUP,ITID-24 Depot-24 ITI Layout,TIF Tin Factory,2,2,100.0,1,1,100.0
333-BUP,DMLUR Domlur (Towards HAL),MPH NAL Manipal Hospital ,2,4,50.0,1,1,100.0
252-GDN,JHC3 Jalahalli Cross,YTTMC1 Yashawanthapura TTMC,2,3,66.66667,9,11,81.818184
375HDN,BSKTTMC1 Banashankari TTMC,JBS4thB Jayanagara 4th Block,2,8,25.0,106,198,53.535355
34-AUP,BANKC Bank Colony,SHVDH Banashankari 3rd Stage 2nd Phase,2,5,40.0,17,23,73.91304
D31-RPS-PSSUP,KTAS1 Kanteerava Studio,PSS Peenya 2nd Stage,4,4,100.0,15,30,50.0
SGH-JP6UP,JBS4thB Jayanagara 4th Block,RVCD3 RV Dental College,3,4,75.0,25,36,69.44444
GKWL-MBS-YTTMCDN,HRSDG Harishchandra Ghat,MBS Malleshwaram Bus Stand,3,5,60.000004,3,6,50.0
GKH-D35GUP,BDH2 Byadarahalli (Towards Gollarahatti),GLH7 Gollarahatti (Towards Tavarakere),2,3,66.66667,3,4,75.0
KRM-NGVUP,KRMB1 1st Block Koramangala,SYWD1 Sony World 80ft Road  Koramangala,2,2,100.0,1,1,100.0
YBS-DRP80RUP,GVTSF1 Govt Soap Factory,NLO1 Nandini Layout Bus Stand,2,3,66.66667,35,38,92.10526
SNBS-LBAGH-KMTUP,SHNG Shanthinagara Bus Stop KH Road ,KMT1 KR Market (Kalasipalya),2,2,100.0,8,8,100.0
MLP-D06DN,MLSPLY11 Malleshpalya,BEML BEML Gate (Towards CV Raman Nagara),2,5,40.0,67,111,60.36036
KHBQS-D12G G-6DN,KENGRCRL Satellite Town Kengeri,JOKTA Jn of Kommaghatta,2,3,66.66667,1,2,50.0
BEL-HIDFDN,MTKR1 Mattikere,YTTMC Yashawanthapura TTMC,2,3,66.66667,16,18,88.88889
255-AC VNC-VDHUP,ARSKT Arishinakunte (Towards Jalahalli Cross),DSNP Dasanapura (Towards Jalahalli Cross),2,4,50.0,1,1,100.0
RJNE-SBSUP,SJTR Sujatha Talkies,kcle Kodays Circle,2,4,50.0,11,12,91.66667
D06-ANSRUP,KRPRLY Railway Station KR Puram,ASTNG Ashwath Nagara (Towards Marathhalli Bridge),2,2,100.0,1,1,100.0
KBS-CWSUP,MHC Maharanis College,BMTCocf BMTC Old Central office,2,2,100.0,2,2,100.0
KBS-BTPUP,CRP Corporation (Towards HAL MG Road),HLS1 Halasuru,4,5,80.0,1,2,50.0
285-RCUP,IKDP Ivarukandapura,HGV2 Hesaraghatta Village,3,21,14.285715,6,12,50.0
DCH-D34 GateDN,DCH6 Devarachikkanahalli,HMGT Hulimavu Gate (Towards Meenakshi Temple),2,3,66.66667,1,2,50.0
SNR-CVRNDN,TPS2 Thippasandra,BEML BEML Gate (Towards CV Raman Nagara),3,6,50.0,1,1,100.0
KBS-KHBQSUP,BNGUNVSTG Bengaluru University Gate (Towards Kengeri),KGR2 Kengeri TTMC,3,3,100.0,1,1,100.0
BEL-KGRDN,JOKTA Jn of Kommaghatta,KGR2 Kengeri TTMC,2,12,16.666668,2,3,66.66667
SGH-PNNUP,JBS4thB Jayanagara 4th Block,BSKTTMC1 Banashankari TTMC,3,3,100.0,161,163,98.77301
ACIT-HBLDN,AIOT Acharya Institute of Technology,BGLG1 Bagalagunte (Towards 8th Mile),3,7,42.857143,24,46,52.173912
WSPM-KBSDN,ASWN1 Ashwath Nagara (Towards Gangenahalli),KBS123 Kempegowda Bus Station,4,4,100.0,2,4,50.0
HLH-KRMTTMCDN,JHR Jn of Hosur Road,KRMDTTMC Koramangala TTMC,3,7,42.857143,3,4,75.0
BSN-D06DN,VGNB Malleshpalya New Bus Station,BEML BEML Gate (Towards CV Raman Nagara),2,3,66.66667,1,2,50.0
CS-SOPS-HBLUP,MKC Mekhri Circle,HBL Hebbala (Towards Yalahanka),2,2,100.0,1,1,100.0
BC-7UP,PSS1 Peenya 2nd stage,SKK Sunkadakatte,2,3,66.66667,2,3,66.66667
DKH-KRM TTMCDN,AGRA Agara (Towards Hebbala),JKS Jakkasandra,2,3,66.66667,3,4,75.0
VSD-JNN9UP,CRP12 Corporation (Towards Subbiah Circle),JBS4th Jayanagara 4th Block,2,5,40.0,2,3,66.66667
BMESU-HBLUP,NAGJN Jn of Nagawara,HBLB Hebbala Bridge (Towards Bhadrappa Layout),3,5,60.000004,12,21,57.14286
YBS-NGWDN,MTKR Mattikere,DVNRA Devinagara,2,4,50.0,1,1,100.0
KBS-KMT-HPNUP,KMT2 KR Market,SRSC Sirsi Circle,2,3,66.66667,8,10,80.0
PSS-JTSDN,SKK Sunkadakatte,BDH2 Byadarahalli (Towards Gollarahatti),2,7,28.57143,40,66,60.606064
HVH-KGRUP,BGSM BGS Health City Gate Abhiman Studio,KGR2 Kengeri TTMC,2,4,50.0,54,55,98.18182
MBS-KBSDN,CNTRLT Central,KBS123 Kempegowda Bus Station,2,3,66.66667,46,58,79.31035
D35-GNKUP,D35G Depot-35 Gate,TVK3 Tavarekere,2,2,100.0,1,1,100.0
KVS-KRMUP,JNSNM Johnson Market,JHRD Jn of Hosur Road,2,3,66.66667,5,6,83.33333
KGR-UTH-KDGUP,BGSHM BGS Health City Gate Abhiman Studio,CHNU Channasandra (Towards Uttarahalli),2,2,100.0,1,1,100.0
YRS-ACCUP,AGRA Agara (Towards Hebbala),SJPJN Jn of Sarjapura Ring Road ,2,4,50.0,4,6,66.66667
NRG-SNBUP,RSNDN Neelasandra Rose Garden,AUSTWN Austin Town Neelasandra,2,4,50.0,9,16,56.25
ELCW-KGR -378DN,GTR1 Gottigere (Towards Kalena Agrahara),KGR2 Kengeri TTMC,4,5,80.0,2,4,50.0
JNN-KMTDN,JTTMC Jayanagara TTMC,KRMT1 KR Market,4,5,80.0,41,60,68.333336
226-VCUP,HGDGR7 Heggadagere Cross (Towards Sugganahalli),MGP0 Manchegowdanapalya,7,21,33.333336,1,1,100.0
401-ACDN,MTKR1 Mattikere,YTTMC1 Yashawanthapura TTMC,2,3,66.66667,3,5,60.000004
YTTMC-KBHUP,YTTMC Yashawanthapura TTMC,GVTSF1 Govt Soap Factory,2,2,100.0,1,1,100.0
KML-D21GDN,UTH1 Uttarahalli,CNSDR1 Channasandra (Towards BEML 5th Stage),3,5,60.000004,11,21,52.380955
YTTMC-KNP 99BUP,RRGGP Jn of Ring Road Goraguntepalya,KTRVS Kanteerava Studio,2,2,100.0,1,1,100.0
BHCCL-D21GDN,BHELOUTRRN BHEL Layout,D21GT Depot-21 Gate,2,2,100.0,2,2,100.0
V-500KGDN,SIA1 SI Apartment HSR Layout,GTR2 Gottigere (Towards Basavanapura Gate),3,3,100.0,1,1,100.0
356-EDN,SNTTMC3 Shanthinagara TTMC,KBS123 Kempegowda Bus Station,2,2,100.0,1,1,100.0
SBS-AIT-238VDN,NGRCL Nagarabhavi Circle,KNGNT Kengunte Circle,2,2,100.0,1,1,100.0
BSN-AGR 501-GAUP,KTGP Kathriguppe,BSKTTMC1 Banashankari TTMC,2,3,66.66667,2,3,66.66667
HSP-ELCDN,SSP1 Somasandra Palya,KDLG Kudlu Gate,2,5,40.0,16,18,88.88889
D34GT-CSBUP,BLKLI Bilekahalli,CSB21 Central Silk Board (Towards Marathahalli),3,3,100.0,1,1,100.0
SAS-KBSUP,SRSC5 Sirsi Circle,KBS123 Kempegowda Bus Station,3,3,100.0,4,6,66.66667
D13-MICOSJCUP,KMY13 Depot-13 Gate,RGD Ragigudda Temple,2,2,100.0,1,1,100.0
SRN-HLGUP,SURNR Surya Nagara,CPR2 Chandapura (Towards Dommasandra),2,2,100.0,5,5,100.0
600-F ATB-MRHB-BTP UP,BTLCLG BTL College,CSB21 Central Silk Board (Towards Marathahalli),2,2,100.0,1,1,100.0
KNSS-PSSDN,KMPNG Kuvempunagara,GNG1 Gangamma Circle (Towards KG Halli Bridge),2,4,50.0,5,9,55.555557
304-RUP,BOH Bhodhana Hosahalli,DDNSC2 Dodda Dunnasandra,16,17,94.117645,4,8,50.0
KRPRY-TNFUP,KRPGHP KR Puram Govt Hospital,KRPRST KR Puram Railway Station,2,2,100.0,10,10,100.0
ISH K-ATBUP,DMSCR11 Dommasandra Circle (Towards Sarjapura),ATB0 Attibele Bus Stand,7,7,100.0,9,18,50.0
YHKOT-HBLB-BTPUP,YHKSC Yelahanka Santhe Circle,KSTRR Kasthuri Nagara Ring Road,7,7,100.0,1,2,50.0
PPLO-KSTUP,JOKMGT Jn of Kommaghatta,KST Satellite Town Kengeri,3,6,50.0,2,3,66.66667
V-600CDN,ROPAG Rupena Agrahara,RGGD Ragigudda Temple,3,5,60.000004,1,1,100.0
BWPS-LGP-KLNBDN,COLPK Coles Park (Towards Doddy),KARCH1 Kacharakanahalli,2,3,66.66667,6,7,85.71429
PTH-VPPUP,CHKHLY Chikka Bettahalli,VDPRA Vidyaranyapura,2,4,50.0,1,1,100.0
231-KUP,AVRGRC1 Avaragere Cross,BDD Bidadi,3,17,17.647058,1,1,100.0
KDB-D35DN,KDBG Kadabagere,KDBGC Kadabagere Cross,2,2,100.0,16,16,100.0
VPS-KMTDN,NDH1 Nayandahalli,BPN Bapujinagara,2,4,50.0,3,6,50.0
CVR-MEBPUP,CVRMGN CV Raman Nagara (Towards Benniganahalli),KASTN Kasthuri Nagara Ring Road,2,2,100.0,1,1,100.0
KHBQ-KBSUP,BPN Bapujinagara,KBS123 Kempegowda Bus Station,4,6,66.66667,104,175,59.428574
BLS-D10DN,BLSVLE Bileshivale,GEDH Geddalahalli (Towards Hennur),2,4,50.0,3,5,60.000004
YTTMC-CJPUP,YTTMC1 Yashawanthapura TTMC,MTKR Mattikere,3,3,100.0,4,5,80.0
STP-BSKUP,JBS4thB Jayanagara 4th Block,BSKTTMC0 Banashankari TTMC,2,5,40.0,8,14,57.14286
JBN-D06UP,JVBN Jeevanbheema Nagara,kfcps2 Police Station Indiranagara,3,4,75.0,28,49,57.14286
HGH-PTHUP,CKHJ Chikkajala,YHKSC Yelahanka Santhe Circle,4,6,66.66667,3,5,60.000004
D35-MCHUP,KDBGC Kadabagere Cross,MCH Machohalli,2,3,66.66667,4,5,80.0
KGR-BSNDN,KGR2 Kengeri TTMC,JOKMGT Jn of Kommaghatta,2,2,100.0,1,1,100.0
D06-CRSUP,LFSTY Life Style,KBS1 Kempegowda Bus Station,2,2,100.0,1,1,100.0
122DN,INDEXP1 Indian Express,KBS123 Kempegowda Bus Station,6,6,100.0,10,19,52.63158
500-KBDN,YTTMC1 Yashawanthapura TTMC,MTKR Mattikere,3,3,100.0,5,6,83.33333
KDG-HBLUP,KASTN Kasthuri Nagara Ring Road,VRPC Veeranapalya,6,16,37.5,1,2,50.0
SVNB-KBSDN,CHRPE Chamarajapet (Towards Kempegowda Bus Station),KBS123 Kempegowda Bus Station,3,3,100.0,3,3,100.0
SVG-YTTMCUP,SVTG CS-Sri Venkateshwara Garments Gorguntepalya,YTTMC1 Yashawanthapura TTMC,3,3,100.0,3,4,75.0
CAPGR-DMLUP,KFCIPDR Police Station Indiranagara,DPNH Dhoopanahalli,2,6,33.333336,1,1,100.0
NLSB-ACCB6UP,DMLUR Domlur (Towards HAL),KUDGT Kundalahalli Gate,3,3,100.0,2,2,100.0
258-DUP,DSN Dasanapura (Towards Nelamangala),NMG0 Nelamangala Bus Station,3,3,100.0,6,10,60.000004
DML-SVRUP,BEML BEML Gate (Towards CV Raman Nagara),GTREE GTRE Engine Division,2,5,40.0,17,25,68.0
PSS-VSREUP,NTTF NTTF Peenya,JHC2 Jalahalli Cross,2,3,66.66667,10,12,83.33333
NSB-JAPCUP,NSRGBD Nisarga Badavane,KPGT Koppa Gate,2,2,100.0,1,1,100.0
MNNK-BSKDN,KTGP Kathriguppe,BSKTTMC0 Banashankari TTMC,3,3,100.0,6,10,60.000004
ANJM-KBRDN,RTNPS3 Police Station RT Nagara ,KBR Kaval Byrasandra,2,6,33.333336,27,40,67.5
KIAS-8BUP,NAGJN Jn of Nagawara,HBLB Hebbala Bridge (Towards Bhadrappa Layout),4,20,20.0,5,6,83.33333
JAPC-RJPUP,MDPN Madapatna,HRGD Haragadde,2,3,66.66667,1,2,50.0
MGR-SNBSUP,RCHMDCR Richmond Circle,SNTTMC Shanthinagara TTMC,2,2,100.0,1,1,100.0
AGSL-BSKDN,KDHP Kadirenahalli Park,BSKTTMC0 Banashankari TTMC,2,2,100.0,2,2,100.0
TGP-D35DN,ADH0 Andhrahalli,BDH2 Byadarahalli (Towards Gollarahatti),2,2,100.0,2,2,100.0
V-335TUP,VYDHS White Field TTMC (Vydehi Hospital),ITL ITPL,3,17,17.647058,5,5,100.0
HPM-ITPLUP,HPM CS-HP SofTowardsare Mahadevapura,BBZ Big Bazzar  ITPL,2,3,66.66667,1,1,100.0
KMT-CSRDN,BHVI Bhovi Colony,CHOD1 Choodasandra,2,11,18.181818,1,1,100.0
KMT-CSBSUP,CKHSAM Chikkallasandra Aralimara (Chikkalasandra),CKBS1 Chikkallasandra,2,7,28.57143,3,3,100.0
HLM-ELC UP,KMPUR Kempapura ,ELC3 Electronic City (Towards Attibele),2,2,100.0,1,1,100.0
ELC-BGTPSUP,BEGLI Begihalli,MNTPACRO Mantapa Cross,2,8,25.0,2,2,100.0
HBL-ORRCAPDN,jnon Jn of Nagawara,KRPRLY Railway Station KR Puram,3,5,60.000004,2,3,66.66667
356CDUP,SIA1 SI Apartment HSR Layout,WPRGT1 Wipro Gate Shikaripalya Cross,3,5,60.000004,547,549,99.635704
D13-BSKUP,KMY13 Depot-13 Gate,BSKTTMC0 Banashankari TTMC,2,2,100.0,2,2,100.0
KBS-D14 111CUP,GTVN Ganesha Temple Vasanthanagara,RTN2 RT Nagara,2,2,100.0,1,1,100.0
291-BUP,Corpo Corporation (Towards KR Market),KRM4 KR Market,2,3,66.66667,1,1,100.0
