Route_name,Source,Destination,No_of_Stops_between_Source_to_Dest_including_Src_and_Dest,Total_number_of_Bus_Stops,Percentage_of_Bus_Stops_in_between,Maximum_number_of_Tickets_Sold,Total_Tickets_Sold,Pecentage_of_Tickets_Sold
212DN,RGHL1 Raghuvanahalli Cross,BSKTTMC0 Banashankari TTMC,4,12,33.333336,93,1148,8.101046
314-TDN,VGNB Malleshpalya New Bus Station,BEMLG1 BEML Gate (Towards HAL),2,10,20.0,120,978,12.269938
411-BUP,KLMD12 Marathahalli Bridge,BLDR Bellanduru City Light Appartment ,3,11,27.272728,50,281,17.793594
KDGRS-SBSDN,KDGATE Kundalahalli Gate,MRHLLI Marathahalli,2,9,22.222223,3,15,20.0
294-FUP,KBS1 Kempegowda Bus Station,KARCH1 Kacharakanahalli,7,12,58.333332,44,568,7.746479
BSKT-BSNUP,KDRNHL Kadirenahalli Village,UTRC Uttarahalli Circle,2,7,28.57143,7,33,21.212122
285-JBUP,NES NES Office,NGNH Nagenahalli Gate,3,22,13.636364,48,575,8.347826
302-CUP,KRM4 KR Market,MRTSVNG1 Maruthi Sevanagara,10,13,76.92308,247,1533,16.112198
383AUP,tinf Tin Factory,KRPM-1 KR Puram Market,2,19,10.526316,49,357,13.725491
12F-5UP,VRTBS Varthuru,VRTKD1 Varthur kodi,2,22,9.090909,478,6129,7.7989883
292-BDN,KCHK1 Kacharakanahalli,KBS123 Kempegowda Bus Station,6,11,54.545456,64,241,26.556019
296-KDN,RKHEGD RK Hegde Nagara,TLBS Thanisandra,2,3,66.66667,1,2,50.0
226-BUP,KMT1 KR Market (Kalasipalya),NDH Nayandahalli,3,13,23.076923,108,786,13.740458
SMHS-SBSDN,GEDH Geddalahalli (Towards Hennur),KCHK1 Kacharakanahalli,3,9,33.333336,34,279,12.186379
KIAS-8BDN,KSTRR Kasthuri Nagara Ring Road,BTM16th 16th Main BTM Layout ,11,21,52.380955,6,48,12.5
TNF-BGBUP,GRDP Garudacharpalya,HOF Hope Farm (Towards Chikka Thirupathi),4,10,40.0,8,58,13.793103
356ZAUP,CHIHGT Chikka Hagade Gate,ANKL Anekal,2,10,20.0,107,426,25.11737
500-DGDN,SLKB Central Silk Board (Towards Hebbala),MTDB Marathahalli Bridge,9,37,24.324326,89,1398,6.366237
258-VUP,JHC Jalahalli Cross,MF Marison Factory,3,25,12.0,55,598,9.197325
79-DDN,HRSDG Harishchandra Ghat,SBS1 Shivajinagara Bus Station,5,7,71.42857,128,1147,11.159547
289-ABDN,STNR. Sathanur,YHK1 Yelahanka Old Town,5,9,55.555557,77,326,23.619633
273UP,KBS1 Kempegowda Bus Station,MTKR Mattikere,9,20,45.0,791,8318,9.509497
360-NUP,MDWMK Madivala,BMH2 Bommanahalli (Towards Electronic City),3,24,12.5,29,504,5.7539682
215-NDN,KRMARK KR Market,KBS123 Kempegowda Bus Station,3,11,27.272728,149,1359,10.963944
410FADN,PESC2 PES College ,BSKTTMC1 Banashankari TTMC,4,13,30.769232,102,1311,7.78032
365-QDN,APCCR Jigani APC Circle,KBS123 Kempegowda Bus Station,16,16,100.0,67,644,10.403727
ERNYG-BMT6DN,GDRP Garudacharpalya,BGH Benniganahalli,4,6,66.66667,7,21,33.333336
SYN-KBS-80GDN,RJN1B 1st Block Rajajinagara,KBS123 Kempegowda Bus Station,4,7,57.14286,26,160,16.25
298-MHDN,HBL1 Hebbala (Towards RM Guttahalli),KBS123 Kempegowda Bus Station,5,23,21.73913,45,657,6.849315
YTTMC-OASISUP,YTTMC1 Yashawanthapura TTMC,BLGC1 Nagaland Circle,4,8,50.0,2,8,25.0
RJE-VSDDN,SJTR Sujatha Talkies,kcle Kodays Circle,2,2,100.0,16,16,100.0
DRP-ODCDN,RJKS1 Rajkumar Punya Bhoomi,LGRC Laggere Cross,2,2,100.0,1,1,100.0
286UP,KRM4 KR Market,HBL Hebbala (Towards Yalahanka),7,13,53.846157,68,1068,6.367041
PTH-CKHUP,YHKSC1 Yelahanka Santhe Circle,MRTH Maruthi Nagara,2,6,33.333336,4,13,30.769232
214-CDN,RGHL1 Raghuvanahalli Cross,BSKTTMC1 Banashankari TTMC,4,16,25.0,35,509,6.876228
KMT-KTO 380UP,KRM4 KR Market,KRPM-1 KR Puram Market,9,18,50.0,67,953,7.0304303
266-MDN,MTKR1 Mattikere,KRM4 KR Market,8,15,53.333336,32,514,6.225681
ABHLO-KRPUP,MLSPLY11 Malleshpalya,BEMLG1 BEML Gate (Towards HAL),2,6,33.333336,40,128,31.25
345DN,HNGDR Hongasandra,KMT1 KR Market (Kalasipalya),9,14,64.28571,166,1444,11.495845
355-EDN,HBGDI1 Hebbagodi,ELC Electronic City (Towards Bommanahalli),2,15,13.333334,16,166,9.638554
SBS-PSS270UP,BELC BEL Circle (Towards Gangamma Circle),JHC4 Jalahalli Cross,4,13,30.769232,81,815,9.93865
96HUP,KBS1 Kempegowda Bus Station,BSN0 Basaveshwaranagara New Bus Stand,6,8,75.0,65,183,35.519127
400AUP,RMNALDM Ramamurthy Nagara Alada Mara,KRPG KR Puram Govt Hospital,2,7,28.57143,108,503,21.471172
HPN-ACC7UP,BNS0 Banashankari Bus Station,BTM16 16th Main BTM Layout ,3,9,33.333336,19,81,23.456789
242-JKDN,BDH1 Byadarahalli (Towards Sunkadakatte),KMT1 KR Market (Kalasipalya),9,16,56.25,25,335,7.4626865
BSK-BSNUP,BSKTTMC1 Banashankari TTMC,VJNGRAA Vijayanagara,9,11,81.818184,25,313,7.987221
500-BADN,HBLB1 Hebbala Bridge (Towards BEL Circle),YTTMC Yashawanthapura TTMC,5,15,33.333336,229,1674,13.679809
349-DDN,LBGHG Lalbagh Main Gate,KMT1 KR Market (Kalasipalya),2,20,10.0,57,902,6.31929
IFC-KMT-226MADN,WNDRLG Wonder La Gate Manchanayakanahalli,KGR1 Kengeri TTMC,7,10,70.0,6,40,15.000001
227-MUP,KLMGL Guddahalli,MGDI Magadi,4,24,16.666668,3,5,60.000004
BC-4AUP,END East End Jayanagara (Towards BTM Layout),BLKLLI Bilekahalli,2,6,33.333336,91,715,12.727272
335-HDDN,HOFM Hope Farm (Towards ITPL),GRPIN Graphite India (Towards Kundalahalli Colony),10,12,83.33333,40,452,8.849558
304B HSKUP,PTAGC Pattandur Agrahara Gate,HOF Hope Farm (Towards Chikka Thirupathi),2,13,15.384616,60,437,13.729978
C-500AUP,KLNGRA Kalyananagara,HBLB Hebbala Bridge (Towards Bhadrappa Layout),4,20,20.0,3,13,23.076923
304-HDN,CNSA Channasandra (Towards Hope Farm),HOFM Hope Farm (Towards ITPL),2,19,10.526316,82,989,8.2912035
KGT-PSSDN,CKB Chikka Banavara (Towards 8th Mile),JHC4 Jalahalli Cross,4,8,50.0,11,51,21.568628
358DN,MYSATB Mayasandra,MDWL1 Madivala,13,19,68.42105,17,378,4.4973545
166UP,SBS0 Shivajinagara Bus Station,WGPC Wilson Garden Police Station,4,10,40.0,43,211,20.379147
JBN-KMTDN,KFCPS3 Police Station Indiranagara,HLS Halasuru,2,8,25.0,13,117,11.111112
351-MDN,HBGDI1 Hebbagodi,KBS123 Kempegowda Bus Station,14,19,73.68421,66,662,9.969789
341-CDN,LKS1 Lakkasandra,KMT1 KR Market (Kalasipalya),5,15,33.333336,116,1594,7.27729
231-JDN,KGR1 Kengeri TTMC,KMT1 KR Market (Kalasipalya),7,16,43.75,39,507,7.692308
507-DDN,KRPGHP KR Puram Govt Hospital,KRPRST KR Puram Railway Station,2,17,11.764706,208,2157,9.643023
SCS-YHKOT 401KUP,MDLPA Moodalapalya,VJN2 Vijayanagara,2,23,8.695652,12,262,4.580153
EYB-HBLUP,KLNGRA Kalyananagara,NAGJN Jn of Nagawara,2,7,28.57143,6,23,26.086956
380-BUP,tinf Tin Factory,KRPM-1 KR Puram Market,2,21,9.523809,109,1066,10.225142
MRHB-ORRCASUP,MTDHB3 Marathahalli Bridge,BLDR Bellanduru City Light Appartment ,3,3,100.0,2,3,66.66667
D35G-KDG 335PUP,MRH Marathahalli ,GRPI Graphite India (Towards ITPL),4,20,20.0,3,9,33.333336
316-GUP,BDG1 Budigere Cross (Towards Budigere),GND Grandwell,2,16,12.5,46,666,6.906907
SBS-BRTNDN,MGD1C 1st Cross Magadi Road,KMKPL Kamakshipalya,5,9,55.555557,2,18,11.111112
HBL-GNPDN,RJN1B 1st Block Rajajinagara,VJN Vijayanagara,4,22,18.181818,11,174,6.3218393
367-DUP,GRPL Gurappanapalya,HMGT Hulimavu Gate (Towards Meenakshi Temple),6,16,37.5,62,971,6.38517
225DN,RRT1 RR Temple,NDH1 Nayandahalli,2,8,25.0,45,116,38.793106
GDP-NMG-KBSDN,MRSNF Marison Factory,JHC3 Jalahalli Cross,3,15,20.0,72,639,11.267606
KBS-ELCWUP,BMH2 Bommanahalli (Towards Electronic City),KDG Kudlu Gate,2,13,15.384616,9,65,13.846154
PSS-CNPUP,JLCR1 Jalahalli Cross,MF Marison Factory,2,4,50.0,12,28,42.857143
235-BDN,MDLPA Moodalapalya,KBS123 Kempegowda Bus Station,8,16,50.0,66,630,10.476191
RTNP-HBL-CJPUP,DVNG1 Devinagara Cross,BELC11 BEL Circle (Towards Gokula),2,3,66.66667,1,1,100.0
GLB-PSSDN,BGLG1 Bagalagunte (Towards 8th Mile),JHC4 Jalahalli Cross,2,2,100.0,3,3,100.0
213FAUP,SECRL South End Circle,BSK1 Banashankari Bus Station (Towards Konanakunte Cross),2,18,11.111112,53,830,6.3855424
210-GADN,RICHMD Richmond Circle,SBS1 Shivajinagara Bus Station,2,3,66.66667,5,6,83.33333
V-500DHUP,SIA1 SI Apartment HSR Layout,ELC3 Electronic City (Towards Attibele),9,30,30.000002,19,245,7.755102
LGR-CKBUP,JLCR1 Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),2,5,40.0,17,66,25.757576
KMT-VSD-AJBUP,AGS Telephone Exchange AGO ,HBL Hebbala (Towards Yalahanka),4,6,66.66667,6,17,35.294117
250-EUP,JHC Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),4,15,26.666668,114,845,13.491124
HSK-KDGUP,KJSHG Khaji Sonnenahalli Gate,KDG0 Kadugodi Bus Station,4,6,66.66667,11,63,17.460318
NICE-5ADN,KNPA1 Konappana Agarhara,KGT3q Shirke KHB Quarters,4,10,40.0,8,24,33.333336
293-MUP,KRM4 KR Market,KARCH1 Kacharakanahalli,7,18,38.88889,59,766,7.7023497
114-DUP,SBS0 Shivajinagara Bus Station,SLTPL Sultanpalya,8,8,100.0,120,506,23.715416
CVNR-KBSDN,KRBRHLL Kurubarahalli,HRSDG Harishchandra Ghat,2,2,100.0,1,1,100.0
ELCS-ABPDN,KGATE Kudlu Gate,BMH4 Bommanahalli (Towards St Johns),2,9,22.222223,19,251,7.569721
D36-KMTUP,ANCPL1 Anchepalya,KGR1 Kengeri TTMC,3,12,25.0,5,49,10.204082
BEML5-ATBUP,BSKTTMC1 Banashankari TTMC,BMH2 Bommanahalli (Towards Electronic City),5,21,23.809525,153,2904,5.268595
155DN,JJN1 Jaga Jeevan Ram Nagara,KRMRKT KR Market,3,7,42.857143,221,1250,17.68
214-EDN,BSKTTMC1 Banashankari TTMC,KMT1 KR Market (Kalasipalya),5,11,45.454548,19,109,17.431192
271-BDN,MTKR1 Mattikere,KBS1 Kempegowda Bus Station,5,9,55.555557,143,1756,8.143508
360 ATB-D38UP,ATBL Attibele Circle (Towards Yadavanahalli),YDVNHL Yadavanahalli,2,6,33.333336,2,4,50.0
298-PBDN,VJP12 Vijayapura Bus Stand Jangamakote ,HSKSTP Hoskote Bus Stand,12,12,100.0,162,1261,12.846947
273-FUP,KBS1 Kempegowda Bus Station,MTKR Mattikere,9,16,56.25,204,2108,9.677419
359UP,ELC3 Electronic City (Towards Attibele),HBGDI Hebbagodi,2,18,11.111112,60,360,16.666668
311-EDN,HLS Halasuru,SBS1 Shivajinagara Bus Station,3,7,42.857143,18,98,18.367348
317YAUP,tinf Tin Factory,KRPM-1 KR Puram Market,2,21,9.523809,60,768,7.8125
94-DUP,SBS0 Shivajinagara Bus Station,TPRCF Yeshvanthapura Circle Under Fly Over,6,8,75.0,93,690,13.478261
BSN-CLOUP,VJN1 Vijayanagara,CLO1 Chandra Layout Cirlce,2,3,66.66667,3,5,60.000004
MKN-VSD-KBSDN,CBSJP1 Chowdeshwari Bus Stand JP Park,MLESHW 8th Cross Malleshwaram (Margosa Road),3,7,42.857143,15,71,21.12676
235-AADN,SRSC5 Sirsi Circle,KRMARK KR Market,2,9,22.222223,343,759,45.19104
SJP-D38DN,DOMS Dommasandra,CNPSJP Muttanalluru Cross,2,7,28.57143,8,19,42.105263
JSB-HMG-KBSUP,GRPLY Gurappanapalya,KBS123 Kempegowda Bus Station,7,9,77.77778,18,86,20.930233
243-JDN,MGDTLG Magadi Road TollGate ,KBS123 Kempegowda Bus Station,3,10,30.000002,116,844,13.744076
295-ADN,KCHK1 Kacharakanahalli,KBS123 Kempegowda Bus Station,7,12,58.333332,93,399,23.308271
ORRCAP-KBSDN,JFK John Fowler,KBS123 Kempegowda Bus Station,7,7,100.0,19,55,34.545456
BMT25-SNRUP,RGGD Ragigudda Temple,BSKTTMC1 Banashankari TTMC,2,3,66.66667,1,1,100.0
CSB-PTHUP,BPSPY Babusabpalya (Towards Hebbala),HBLB Hebbala Bridge (Towards Bhadrappa Layout),6,18,33.333336,7,115,6.0869565
305-RDN,CNSA Channasandra (Towards Hope Farm),HOFM Hope Farm (Towards ITPL),2,19,10.526316,76,609,12.479474
201-HADN,VVKN2 Vivek Nagara,SYWD3 Sony World 80ft Road  Koramangala,2,5,40.0,18,31,58.064514
ESML-BSK 500ADN,KLMD12 Marathahalli Bridge,BLDR Bellanduru City Light Appartment ,3,18,16.666668,47,252,18.650795
SBS-DBP UP,NES NES Office,RJNKT1 Rajanukunte,6,15,40.0,14,91,15.384616
248-N KMTUP,JNPA Janapriya Apartment,JHC4 Jalahalli Cross,4,14,28.57143,11,105,10.476191
KBS-KMT-UTH-PPLOUP,TGRJ Tyagaraja Nagara Banashankari 2nd Stage ,UTRC Uttarahalli Circle,5,7,71.42857,22,51,43.137257
BNP-D34 GateDN,KALR Kalkere,BSNG Basavanapura Gate,2,5,40.0,2,3,66.66667
V-600NBUP,NRTVR NICE Road Veerabhadra Nagara Toll,ELCWG ELC Wipro Gate,3,8,37.5,9,63,14.285715
JAPC-ELC-KMTUP,LBGHG Lalbagh Main Gate,KRMA KR Market (Kalasipalya),2,18,11.111112,20,274,7.2992697
84 VSDUP,MLO3 Mahalakshmi Layout,SWK Swastik Sheshadripuram College ,4,7,57.14286,5,16,31.25
MRS-KBSUP,PAG Pattandur Agrahara Gate,HODC Hoodi (Towards ITPL),2,18,11.111112,31,333,9.309309
341-AUP,JNHR1 Jn of Hosur Road,AGRA1 Jn of Agara,7,10,70.0,7,34,20.588236
316-YDN,DHN Devanahalli New Bus Station,KRPM KR Puram Market,20,20,100.0,97,1153,8.412836
CSB-D6UP,MDWL1 Madivala,ASTWN Austin Town,2,2,100.0,1,1,100.0
288DN,KDL Kodigehalli,KRM4 KR Market,12,13,92.30769,79,748,10.561498
355-DUP,APCCRL Jigani APC Circle,HBGDI1 Hebbagodi,5,24,20.833332,43,530,8.113208
240-KUP,MGDI Magadi,MRR1 Maruru,29,33,87.878784,10,63,15.873016
GJR-WTFUP,HOFM Hope Farm (Towards ITPL),PAG Pattandur Agrahara Gate,2,9,22.222223,25,191,13.089005
226-V KBSUP,KBS1 Kempegowda Bus Station,BDD Bidadi,15,18,83.33333,14,94,14.893617
305-ADN,PAG Pattandur Agrahara Gate,HODC Hoodi (Towards ITPL),2,18,11.111112,79,1140,6.9298244
VLPR-KDGUP,VRTU1 Varthuru Govt College,VRTKD1 Varthur kodi,2,5,40.0,12,27,44.444447
HSK-DVH 298PUP,NGNHL Naganayakanahalli,DHN Devanahalli New Bus Station,3,8,37.5,4,12,33.333336
407-FDN,LKPC1 Lakshmipura Cross,MSPY MS Palya,2,23,8.695652,52,822,6.326034
TPL-SBS 243HDN,MGDTLG Magadi Road TollGate ,KBS1 Kempegowda Bus Station,3,11,27.272728,29,252,11.5079365
KBS-KTHUP,JHC Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),4,20,20.0,59,616,9.577922
D10-SBSUP,KCHK1 Kacharakanahalli,SBS1 Shivajinagara Bus Station,8,9,88.88889,187,816,22.916668
245-NUP,SBS0 Shivajinagara Bus Station,KBS1 Kempegowda Bus Station,3,14,21.428572,29,214,13.551402
JPV-45EUP,Corpo Corporation (Towards KR Market),HNTMWRD Hanumanthanagara Ward Office ,4,9,44.444447,4,13,30.769232
STJONH-D38DN,AVLHIHSK Avalahalli Electronic City,HUSK Huskur (Towards Chikkanagamangala Gate),2,11,18.181818,1,1,100.0
SDK-DPJNUP,KDBGC Kadabagere Cross,VJN1 Vijayanagara,6,7,85.71429,3,7,42.857143
255-HUP,JHC Jalahalli Cross,MF Marison Factory,2,19,10.526316,25,344,7.2674417
399-A ATB-SVPDN,DMSCR3 Dommasandra Circle (Towards Varthuru),VRTBS Varthuru,3,16,18.75,14,80,17.5
335 AECSL-SNBSDN,MTHB Marathahalli Bridge,DOMLR Domlur (Towards Commando Hospital),6,10,60.000004,8,75,10.666667
HBL-ISROKNUP,jnon Jn of Nagawara,KRPRLY Railway Station KR Puram,7,12,58.333332,8,65,12.307693
298-PUP,DHN Devanahalli New Bus Station,HSKSTP Hoskote Bus Stand,17,17,100.0,1728,4600,37.565216
250-DTUP,JLCR1 Jalahalli Cross,BGLG Bagalagunte (Towards Chikkabanavara),3,18,16.666668,152,716,21.22905
228-FDN,BPN Bapujinagara,KMT1 KR Market (Kalasipalya),3,16,18.75,58,878,6.605922
V-250ZADN,YTTMC1 Yashawanthapura TTMC,KBS123 Kempegowda Bus Station,4,10,40.0,24,54,44.444447
323-CUP,MRH Marathahalli ,VRTKD4 Varthur Kodi,4,7,57.14286,13,61,21.311476
CPR-ORRCASUP,BMH4 Bommanahalli (Towards St Johns),AGRA1 Jn of Agara,4,5,80.0,2,5,40.0
KRM TTMC - KBS 145UP,RSNDN Neelasandra Rose Garden,KBS123 Kempegowda Bus Station,6,6,100.0,26,74,35.135136
302-BUP,KBS1 Kempegowda Bus Station,KMNHLI Kammanahalli,8,9,88.88889,102,968,10.53719
320-EDN,HLS Halasuru,SBS1 Shivajinagara Bus Station,3,12,25.0,70,648,10.802469
253-DDN,BGLG1 Bagalagunte (Towards 8th Mile),JHC3 Jalahalli Cross,4,22,18.181818,98,923,10.617551
KTR-PTHUP,KNRU12 Kannuru,YHKSC Yelahanka Santhe Circle,4,5,80.0,2,5,40.0
317-RUP,KRM4 KR Market,KRPM-1 KR Puram Market,8,16,50.0,17,140,12.142858
96 BSN-KBSDN,SHTGT1 Industrial Town Rajajinagara ,KBS123 Kempegowda Bus Station,2,2,100.0,7,7,100.0
244-CUP,KBS1 Kempegowda Bus Station,KMKPL Kamakshipalya,6,13,46.153847,178,1327,13.413715
248-BADN,BGLG1 Bagalagunte (Towards 8th Mile),JHC4 Jalahalli Cross,3,20,15.000001,132,1720,7.6744184
VSB-VDS 314NUP,HLS Halasuru,KHC Vidhana Soudha Karnataka High Court ,3,8,37.5,58,475,12.210526
340-HDN,JFK John Fowler,JNHR Jn of Hosur Road,2,3,66.66667,1,3,33.333336
356CW INFOPLUP,SIA1 SI Apartment HSR Layout,ELCWG ELC Wipro Gate,2,2,100.0,821,821,100.0
500-DHDN,AGRA1 Jn of Agara,KDBH1 Kadabisanahalli,6,37,16.216215,87,2011,4.3262057
GJR-HRHUP,VRTBS Varthuru,MDRHST5 Madhura Nagara Hostel,2,5,40.0,5,18,27.777779
502-AUP,KTP Kottigepalya,KGR2 Kengeri TTMC,13,31,41.935482,107,1090,9.816514
225-ABUP,NDH Nayandahalli,RRT RR Temple,2,10,20.0,112,618,18.122976
SBS-DVCUP,SBS0 Shivajinagara Bus Station,GRPL Gurappanapalya,12,20,60.000004,179,745,24.026846
ORRCA Qual-CSB-BSK-SNRDN,MTBH-2 Marathahalli Bridge,BLDR Bellanduru City Light Appartment ,3,10,30.000002,70,148,47.297295
410-GUP,BSKTTMC1 Banashankari TTMC,KTPR Kathriguppe,3,16,18.75,9,77,11.688312
D38-DNMDN,D38CHKNML Depot-38 Gate,CHIKNGL Chikka Nagamangala,2,2,100.0,1,1,100.0
BSN-BSKTDN,KDRNH Kadirenahalli,BSKTTMC1 Banashankari TTMC,2,4,50.0,10,25,40.0
119UP,SBS0 Shivajinagara Bus Station,MRPG Marappa Garden,4,4,100.0,726,1007,72.09534
LDN-KMT 77ADN,RJN1B 1st Block Rajajinagara,KRMA KR Market (Kalasipalya),7,7,100.0,25,131,19.08397
RTNP-SMPUP,RTNPS1 Police Station RT Nagara ,MSH Manjushree Hospital,2,2,100.0,1,1,100.0
330-PDN,HALMG-1 HAL Main Gate (Towards Murugeshpalya),SBS1 Shivajinagara Bus Station,11,16,68.75,72,462,15.584415
BSK-KTPLUP,BSKTTMC1 Banashankari TTMC,KTPR Kathriguppe,3,13,23.076923,15,103,14.5631075
285-VDN,RHMT Rehamatnagara,SBS1 Shivajinagara Bus Station,4,17,23.529411,39,510,7.647059
306-MAUP,PTAGC Pattandur Agrahara Gate,HOF Hope Farm (Towards Chikka Thirupathi),2,22,9.090909,58,641,9.048362
YSTF5-BGLR-HSKUP,NES1 NES Office,HSKSTP Hoskote Bus Stand,20,21,95.2381,9,102,8.823529
CVB-KBS-YPRUP,KBS1 Kempegowda Bus Station,CNTRL Central,2,4,50.0,18,45,40.0
D06-HSRBCUP,DPOHLI Dhoopanahalli,SYWD3 Sony World 80ft Road  Koramangala,3,5,60.000004,16,50,32.0
364AUP,JBS4th Jayanagara 4th Block,BLKLLI Bilekahalli,4,12,33.333336,107,1026,10.428849
KBS-SRNBUP,Corpo Corporation (Towards KR Market),SNR Srinagara Bus Station,5,6,83.33333,12,31,38.709675
V-12DN,MNRVC Minerva Circle,KBS123 Kempegowda Bus Station,2,2,100.0,1,1,100.0
328-HDUP,ATBCR2 Attibele Circle,ANKL Anekal,9,39,23.076923,69,954,7.2327046
AGR-KBSDN,BSKTTMC1 Banashankari TTMC,KBS123 Kempegowda Bus Station,7,13,53.846157,85,453,18.763798
349-BUP,KMT1 KR Market (Kalasipalya),BMH2 Bommanahalli (Towards Electronic City),8,16,50.0,35,585,5.982906
244CDN,KMKP Kamakshipalya,KBS123 Kempegowda Bus Station,5,9,55.555557,39,401,9.725685
PSS-MNKHUP,NTTF NTTF Peenya,JLCR1 Jalahalli Cross,2,6,33.333336,3,15,20.0
381UP,tinf Tin Factory,KRPM-1 KR Puram Market,2,17,11.764706,113,924,12.229438
KDG-JHC-KMT 248DN,SRSC5 Sirsi Circle,KMT1 KR Market (Kalasipalya),2,16,12.5,16,227,7.048458
BEL-YPR-NMGUP,YTTMC Yashawanthapura TTMC,JHC Jalahalli Cross,3,14,21.428572,13,151,8.609272
KNFW-KBSDN,CSIH1 CSI Hospital,KBS123 Kempegowda Bus Station,3,9,33.333336,34,98,34.69388
285-EDN,KKL2 Kakolu Village,RJNKT Rajanukunte,4,19,21.052631,29,726,3.9944901
SMH-BSKDN,RGHL1 Raghuvanahalli Cross,BSKTTMC0 Banashankari TTMC,4,10,40.0,22,150,14.666666
500-DYDN,JONGWR Jn of Nagavara,TLBSD Thanisandra,2,26,7.692308,30,361,8.310249
317-AUP,BDC-1 Budigere Cross (Towards Hoskote),HSKTHSS Hoskote High School,3,13,23.076923,4,29,13.793103
82-YUP,KBS1 Kempegowda Bus Station,SMN Subramanyanagara,4,5,80.0,7,21,33.333336
258-GDN,MRSNF Marison Factory,JHC3 Jalahalli Cross,3,24,12.5,64,786,8.142493
314-CUP,RICHMD Richmond Circle,HLS-1 Halasuru,3,9,33.333336,33,282,11.702127
LDH-KMT 243LDN,KTP1 Kottigepalya,KMKP Kamakshipalya,3,11,27.272728,22,106,20.754717
SBS-JDVHUP,SBS0 Shivajinagara Bus Station,BDC Bengaluru Dairy Circle (Towards Bannerughatta),3,3,100.0,3,5,60.000004
SWN-ORRCASUP,BTM16 16th Main BTM Layout ,ORRCA CS-ORRCA Salarpuria Soft Zone,2,2,100.0,1,1,100.0
215-ABDN,KKC1 Konanakunte Cross,BSKTTMC0 Banashankari TTMC,3,5,60.000004,201,822,24.452555
328-FUP,MRH Marathahalli ,VRTKD4 Varthur Kodi,7,21,33.333336,35,401,8.728179
502ADN,DVNRA Devinagara,jnon Jn of Nagawara,4,24,16.666668,15,329,4.559271
BDGC-HBLDN,TIF Tin Factory,NAGJN Jn of Nagawara,6,8,75.0,10,34,29.411766
JNVES-JHCUP,IAHF1 Indo American Hybrid Farm,KGR2 Kengeri TTMC,3,3,100.0,27,52,51.923077
507-DUP,RMNALDM Ramamurthy Nagara Alada Mara,KRPG KR Puram Govt Hospital,2,15,13.333334,288,2157,13.351877
BC-8UP,JHC2 Jalahalli Cross,YST Yelahanka Satellite Town,9,12,75.0,6,58,10.344828
227-VBDN,NDH1 Nayandahalli,KMT1 KR Market (Kalasipalya),4,18,22.222223,78,875,8.914286
304-XUP,PTAGC Pattandur Agrahara Gate,HOF Hope Farm (Towards Chikka Thirupathi),3,21,14.285715,17,123,13.821138
Trumpet-1DN,SDHG2 Sadahalli Gate,CKHJ Chikkajala,2,10,20.0,7,42,16.666668
372-MUP,KMT1 KR Market (Kalasipalya),HMGT Hulimavu Gate (Towards Meenakshi Temple),7,23,30.434782,53,1046,5.0669217
302-CDN,AYPTPL1 Subbayanapalya,KRM4 KR Market,12,15,80.0,128,1033,12.391094
KIAS-8EWDN,KIAS Kempegowda International Airport,KLMD12 Marathahalli Bridge,12,24,50.0,30,407,7.3710074
BDG-SBSDN,KOTNR2 Kothanuru ,KCHK1 Kacharakanahalli,4,20,20.0,39,518,7.528958
80-DDN,RJNEH ESI Hospital Rajajinagara (Towards Old Police Station),KBS123 Kempegowda Bus Station,3,6,50.0,113,328,34.451218
304B HSKDN,CNSA Channasandra (Towards Hope Farm),HOFM Hope Farm (Towards ITPL),2,15,13.333334,32,350,9.142857
D16-TGP-243BDN,KMKPL Kamakshipalya,KTP Kottigepalya,2,9,22.222223,9,47,19.148937
EWC-KBS 242GADN,EWC1 East West College,SKDKT1 Sunkadakatte,2,8,25.0,11,63,17.460318
317GUP,tinf Tin Factory,KRPM-1 KR Puram Market,2,14,14.285715,380,4756,7.9899073
KMT-NNHDN,KMT1 KR Market (Kalasipalya),END East End Jayanagara (Towards BTM Layout),6,10,60.000004,7,31,22.580645
415-JDN,RTNPS1 Police Station RT Nagara ,SBS1 Shivajinagara Bus Station,5,6,83.33333,15,70,21.428572
223LUP,KMT1 KR Market (Kalasipalya),SNH2 Sonnenahalli,7,8,87.5,180,1022,17.612524
228-EUP,KMT1 KR Market (Kalasipalya),KGR2 Kengeri TTMC,6,13,46.153847,41,486,8.436214
MYH-SBS-PTPLDN,MKC Mekhri Circle,NGH Nagashettyhalli,3,7,42.857143,42,247,17.00405
335-AUP,KBS1 Kempegowda Bus Station,KUDGT Kundalahalli Gate,13,25,52.0,252,2544,9.905661
242-PUP,SKK Sunkadakatte,BDH2 Byadarahalli (Towards Gollarahatti),2,19,10.526316,50,915,5.464481
333UP,KBS1 Kempegowda Bus Station,MTHB-1 Marathahalli Bridge,12,12,100.0,401,1865,21.50134
SNR-VVKUP,SNR Srinagara Bus Station,BNS0 Banashankari Bus Station,7,18,38.88889,60,844,7.109005
335-HDUP,MRH Marathahalli ,SJRHS Sathya Sai Hospital,5,11,45.454548,53,405,13.08642
292-BUP,KBS1 Kempegowda Bus Station,HNRCS Hennur Cross (Towards Hennur Bande),8,11,72.72727,75,796,9.422111
